slug,name,clinic,state,current_image
dr-lisa-kim-butte,"Dr. Lisa Kim, MD","Butte Mental Health & TMS",MT,dicebear
dr-robert-smith-butte,"Dr. Robert Smith, MD","Butte Mental Health & TMS",MT,dicebear
dr-alan-davis-butte,"Dr. Alan Davis, MD","Butte Depression Treatment Center",MT,dicebear
dr-alan-smith-omaha,"Dr. Alan Smith, MD","Omaha TMS Center",NE,dicebear
dr-james-garcia-omaha,"Dr. James Garcia, MD","Omaha TMS Center",NE,dicebear
dr-alan-moore-omaha,"Dr. Alan Moore, MD","Omaha Mental Health & TMS",NE,dicebear
dr-alan-wong-omaha,"Dr. Alan Wong, MD","Omaha Mental Health & TMS",NE,dicebear
dr-michael-patel-omaha,"Dr. Michael Patel, MD","Omaha Depression Treatment Center",NE,dicebear
dr-daniel-thomas-omaha,"Dr. Daniel Thomas, MD","Dr. Thomas Private Practice",NE,dicebear
dr-christopher-jackson-omaha,"Dr. Christopher Jackson, MD","Dr. Thomas Private Practice",NE,dicebear
dr-daniel-wilson-omaha,"Dr. Daniel Wilson, MD","Dr. Thomas Private Practice",NE,dicebear
dr-jennifer-moore-lincoln,"Dr. Jennifer Moore, MD","Lincoln TMS Center",NE,dicebear
dr-lisa-martinez-lincoln,"Dr. Lisa Martinez, MD","Lincoln TMS Center",NE,dicebear
dr-lisa-patel-lincoln,"Dr. Lisa Patel, MD","Lincoln TMS Center",NE,dicebear
dr-daniel-moore-lincoln,"Dr. Daniel Moore, MD","Lincoln Mental Health & TMS",NE,dicebear
dr-elizabeth-patel-lincoln,"Dr. Elizabeth Patel, MD","Lincoln Mental Health & TMS",NE,dicebear
dr-michael-taylor-lincoln,"Dr. Michael Taylor, MD","Lincoln Mental Health & TMS",NE,dicebear
dr-ashley-johnson-lincoln,"Dr. Ashley Johnson, MD","Lincoln Depression Treatment Center",NE,dicebear
dr-robert-kim-lincoln,"Dr. Robert Kim, MD","Dr. Kim Private Practice",NE,dicebear
dr-alan-garcia-lincoln,"Dr. Alan Garcia, MD","Dr. Kim Private Practice",NE,dicebear
dr-michael-brown-bellevue,"Dr. Michael Brown, MD","Bellevue TMS Center",NE,dicebear
dr-william-martinez-bellevue,"Dr. William Martinez, MD","Bellevue TMS Center",NE,dicebear
dr-jessica-davis-bellevue,"Dr. Jessica Davis, MD","Bellevue TMS Center",NE,dicebear
dr-sarah-lee-bellevue,"Dr. Sarah Lee, MD","Bellevue Mental Health & TMS",NE,dicebear
dr-alan-wilson-bellevue,"Dr. Alan Wilson, MD","Bellevue Depression Treatment Center",NE,dicebear
dr-robert-wong-bellevue,"Dr. Robert Wong, MD","Bellevue Depression Treatment Center",NE,dicebear
dr-jennifer-lee-bellevue,"Dr. Jennifer Lee, MD","Bellevue Depression Treatment Center",NE,dicebear
dr-maria-davis-grand-island,"Dr. Maria Davis, MD","Grand Island TMS Center",NE,dicebear
dr-jessica-kim-grand-island,"Dr. Jessica Kim, MD","Grand Island TMS Center",NE,dicebear
dr-christopher-taylor-grand-island,"Dr. Christopher Taylor, MD","Grand Island TMS Center",NE,dicebear
dr-daniel-smith-grand-island,"Dr. Daniel Smith, MD","Grand Island Mental Health & TMS",NE,dicebear
dr-james-wilson-grand-island,"Dr. James Wilson, MD","Grand Island Depression Treatment Center",NE,dicebear
dr-sarah-davis-grand-island,"Dr. Sarah Davis, MD","Grand Island Depression Treatment Center",NE,dicebear
dr-daniel-kim-grand-island,"Dr. Daniel Kim, MD","Grand Island Depression Treatment Center",NE,dicebear
dr-sarah-taylor-kearney,"Dr. Sarah Taylor, MD","Kearney TMS Center",NE,dicebear
dr-daniel-garcia-kearney,"Dr. Daniel Garcia, MD","Kearney Mental Health & TMS",NE,dicebear
dr-jennifer-garcia-kearney,"Dr. Jennifer Garcia, MD","Kearney Mental Health & TMS",NE,dicebear
dr-michael-anderson-kearney,"Dr. Michael Anderson, MD","Kearney Mental Health & TMS",NE,dicebear
dr-alan-patel-las-vegas,"Dr. Alan Patel, MD","Las Vegas TMS Center",NV,dicebear
dr-emily-davis-las-vegas,"Dr. Emily Davis, MD","Las Vegas Mental Health & TMS",NV,dicebear
dr-jennifer-johnson-las-vegas,"Dr. Jennifer Johnson, MD","Las Vegas Mental Health & TMS",NV,dicebear
dr-michael-garcia-las-vegas,"Dr. Michael Garcia, MD","Las Vegas Mental Health & TMS",NV,dicebear
dr-emily-moore-las-vegas,"Dr. Emily Moore, MD","Las Vegas Depression Treatment Center",NV,dicebear
dr-lisa-patel-henderson,"Dr. Lisa Patel, MD","Henderson TMS Center",NV,dicebear
dr-david-jackson-henderson,"Dr. David Jackson, MD","Henderson TMS Center",NV,dicebear
dr-jessica-wilson-henderson,"Dr. Jessica Wilson, MD","Henderson Mental Health & TMS",NV,dicebear
dr-sarah-taylor-henderson,"Dr. Sarah Taylor, MD","Henderson Mental Health & TMS",NV,dicebear
dr-maria-kim-henderson,"Dr. Maria Kim, MD","Henderson Mental Health & TMS",NV,dicebear
dr-david-anderson-henderson,"Dr. David Anderson, MD","Henderson Depression Treatment Center",NV,dicebear
dr-lisa-anderson-henderson,"Dr. Lisa Anderson, MD","Henderson Depression Treatment Center",NV,dicebear
dr-robert-jackson-henderson,"Dr. Robert Jackson, MD","Dr. Jackson Private Practice",NV,dicebear
dr-elizabeth-davis-north-las-vegas,"Dr. Elizabeth Davis, MD","North Las Vegas TMS Center",NV,dicebear
dr-james-brown-north-las-vegas,"Dr. James Brown, MD","North Las Vegas TMS Center",NV,dicebear
dr-daniel-garcia-north-las-vegas,"Dr. Daniel Garcia, MD","North Las Vegas TMS Center",NV,dicebear
dr-jessica-lee-north-las-vegas,"Dr. Jessica Lee, MD","North Las Vegas Mental Health & TMS",NV,dicebear
dr-maria-garcia-north-las-vegas,"Dr. Maria Garcia, MD","North Las Vegas Depression Treatment Center",NV,dicebear
dr-elizabeth-garcia-reno,"Dr. Elizabeth Garcia, MD","Reno TMS Center",NV,dicebear
dr-christopher-wong-reno,"Dr. Christopher Wong, MD","Reno TMS Center",NV,dicebear
dr-daniel-smith-reno,"Dr. Daniel Smith, MD","Reno Mental Health & TMS",NV,dicebear
dr-robert-johnson-reno,"Dr. Robert Johnson, MD","Reno Mental Health & TMS",NV,dicebear
dr-sarah-kim-enterprise,"Dr. Sarah Kim, MD","Enterprise TMS Center",NV,dicebear
dr-robert-thomas-enterprise,"Dr. Robert Thomas, MD","Enterprise TMS Center",NV,dicebear
dr-david-garcia-enterprise,"Dr. David Garcia, MD","Enterprise Mental Health & TMS",NV,dicebear
dr-jennifer-patel-enterprise,"Dr. Jennifer Patel, MD","Enterprise Mental Health & TMS",NV,dicebear
dr-robert-moore-enterprise,"Dr. Robert Moore, MD","Enterprise Mental Health & TMS",NV,dicebear
dr-jennifer-jackson-enterprise,"Dr. Jennifer Jackson, MD","Enterprise Depression Treatment Center",NV,dicebear
dr-lisa-wilson-enterprise,"Dr. Lisa Wilson, MD","Enterprise Depression Treatment Center",NV,dicebear
dr-lisa-taylor-enterprise,"Dr. Lisa Taylor, MD","Dr. Taylor Private Practice",NV,dicebear
dr-ashley-lee-enterprise,"Dr. Ashley Lee, MD","Dr. Taylor Private Practice",NV,dicebear
dr-michael-taylor-manchester,"Dr. Michael Taylor, MD","Manchester TMS Center",NH,dicebear
dr-robert-johnson-manchester,"Dr. Robert Johnson, MD","Manchester Mental Health & TMS",NH,dicebear
dr-christopher-johnson-manchester,"Dr. Christopher Johnson, MD","Manchester Depression Treatment Center",NH,dicebear
dr-jennifer-lee-manchester,"Dr. Jennifer Lee, MD","Dr. Lee Private Practice",NH,dicebear
dr-elizabeth-thomas-manchester,"Dr. Elizabeth Thomas, MD","Dr. Lee Private Practice",NH,dicebear
dr-ashley-wilson-nashua,"Dr. Ashley Wilson, MD","Nashua TMS Center",NH,dicebear
dr-alan-davis-nashua,"Dr. Alan Davis, MD","Nashua Mental Health & TMS",NH,dicebear
dr-maria-lee-nashua,"Dr. Maria Lee, MD","Nashua Mental Health & TMS",NH,dicebear
dr-jennifer-smith-nashua,"Dr. Jennifer Smith, MD","Nashua Depression Treatment Center",NH,dicebear
dr-james-johnson-nashua,"Dr. James Johnson, MD","Nashua Depression Treatment Center",NH,dicebear
dr-michael-wong-nashua,"Dr. Michael Wong, MD","Nashua Depression Treatment Center",NH,dicebear
dr-ashley-smith-nashua,"Dr. Ashley Smith, MD","Dr. Smith Private Practice",NH,dicebear
dr-jessica-anderson-concord,"Dr. Jessica Anderson, MD","Concord TMS Center",NH,dicebear
dr-alan-anderson-concord,"Dr. Alan Anderson, MD","Concord Mental Health & TMS",NH,dicebear
dr-david-moore-concord,"Dr. David Moore, MD","Concord Depression Treatment Center",NH,dicebear
dr-jessica-garcia-concord,"Dr. Jessica Garcia, MD","Concord Depression Treatment Center",NH,dicebear
dr-michael-jackson-concord,"Dr. Michael Jackson, MD","Concord Depression Treatment Center",NH,dicebear
dr-david-moore-derry,"Dr. David Moore, MD","Derry TMS Center",NH,dicebear
dr-lisa-moore-derry,"Dr. Lisa Moore, MD","Derry Mental Health & TMS",NH,dicebear
dr-robert-garcia-derry,"Dr. Robert Garcia, MD","Derry Mental Health & TMS",NH,dicebear
dr-emily-martinez-derry,"Dr. Emily Martinez, MD","Derry Depression Treatment Center",NH,dicebear
dr-michael-patel-derry,"Dr. Michael Patel, MD","Derry Depression Treatment Center",NH,dicebear
dr-david-anderson-dover,"Dr. David Anderson, MD","Dover TMS Center",NH,dicebear
dr-jennifer-anderson-dover,"Dr. Jennifer Anderson, MD","Dover TMS Center",NH,dicebear
dr-james-johnson-dover,"Dr. James Johnson, MD","Dover Mental Health & TMS",NH,dicebear
dr-william-jackson-dover,"Dr. William Jackson, MD","Dover Mental Health & TMS",NH,dicebear
dr-william-wong-dover,"Dr. William Wong, MD","Dover Mental Health & TMS",NH,dicebear
dr-jessica-lee-dover,"Dr. Jessica Lee, MD","Dover Depression Treatment Center",NH,dicebear
dr-robert-brown-newark,"Dr. Robert Brown, MD","Newark TMS Center",NJ,dicebear
dr-james-garcia-newark,"Dr. James Garcia, MD","Newark TMS Center",NJ,dicebear
dr-elizabeth-patel-newark,"Dr. Elizabeth Patel, MD","Newark TMS Center",NJ,dicebear
dr-elizabeth-wong-newark,"Dr. Elizabeth Wong, MD","Newark Mental Health & TMS",NJ,dicebear
dr-james-garcia-newark,"Dr. James Garcia, MD","Newark Mental Health & TMS",NJ,dicebear
dr-ashley-martinez-newark,"Dr. Ashley Martinez, MD","Newark Mental Health & TMS",NJ,dicebear
dr-daniel-davis-jersey-city,"Dr. Daniel Davis, MD","Jersey City TMS Center",NJ,dicebear
dr-lisa-garcia-jersey-city,"Dr. Lisa Garcia, MD","Jersey City Mental Health & TMS",NJ,dicebear
dr-daniel-moore-paterson,"Dr. Daniel Moore, MD","Paterson TMS Center",NJ,dicebear
dr-michael-jackson-paterson,"Dr. Michael Jackson, MD","Paterson TMS Center",NJ,dicebear
dr-daniel-brown-paterson,"Dr. Daniel Brown, MD","Paterson TMS Center",NJ,dicebear
dr-christopher-patel-paterson,"Dr. Christopher Patel, MD","Paterson Mental Health & TMS",NJ,dicebear
dr-elizabeth-martinez-paterson,"Dr. Elizabeth Martinez, MD","Paterson Depression Treatment Center",NJ,dicebear
dr-emily-taylor-paterson,"Dr. Emily Taylor, MD","Paterson Depression Treatment Center",NJ,dicebear
dr-ashley-wilson-elizabeth,"Dr. Ashley Wilson, MD","Elizabeth TMS Center",NJ,dicebear
dr-maria-kim-elizabeth,"Dr. Maria Kim, MD","Elizabeth Mental Health & TMS",NJ,dicebear
dr-lisa-kim-elizabeth,"Dr. Lisa Kim, MD","Elizabeth Mental Health & TMS",NJ,dicebear
dr-michael-jackson-lakewood,"Dr. Michael Jackson, MD","Lakewood TMS Center",NJ,dicebear
dr-christopher-garcia-lakewood,"Dr. Christopher Garcia, MD","Lakewood TMS Center",NJ,dicebear
dr-elizabeth-wilson-lakewood,"Dr. Elizabeth Wilson, MD","Lakewood Mental Health & TMS",NJ,dicebear
dr-daniel-davis-lakewood,"Dr. Daniel Davis, MD","Lakewood Mental Health & TMS",NJ,dicebear
dr-christopher-johnson-lakewood,"Dr. Christopher Johnson, MD","Lakewood Mental Health & TMS",NJ,dicebear
dr-jennifer-jackson-lakewood,"Dr. Jennifer Jackson, MD","Lakewood Depression Treatment Center",NJ,dicebear
dr-william-brown-lakewood,"Dr. William Brown, MD","Dr. Brown Private Practice",NJ,dicebear
dr-maria-wilson-lakewood,"Dr. Maria Wilson, MD","Dr. Brown Private Practice",NJ,dicebear
dr-michael-anderson-albuquerque,"Dr. Michael Anderson, MD","Albuquerque TMS Center",NM,dicebear
dr-daniel-davis-albuquerque,"Dr. Daniel Davis, MD","Albuquerque Mental Health & TMS",NM,dicebear
dr-sarah-johnson-albuquerque,"Dr. Sarah Johnson, MD","Albuquerque Mental Health & TMS",NM,dicebear
dr-ashley-jackson-las-cruces,"Dr. Ashley Jackson, MD","Las Cruces TMS Center",NM,dicebear
dr-james-wilson-las-cruces,"Dr. James Wilson, MD","Las Cruces Mental Health & TMS",NM,dicebear
dr-ashley-lee-rio-rancho,"Dr. Ashley Lee, MD","Rio Rancho TMS Center",NM,dicebear
dr-robert-lee-rio-rancho,"Dr. Robert Lee, MD","Rio Rancho TMS Center",NM,dicebear
dr-david-thomas-rio-rancho,"Dr. David Thomas, MD","Rio Rancho Mental Health & TMS",NM,dicebear
dr-william-davis-rio-rancho,"Dr. William Davis, MD","Rio Rancho Mental Health & TMS",NM,dicebear
dr-daniel-wilson-rio-rancho,"Dr. Daniel Wilson, MD","Rio Rancho Mental Health & TMS",NM,dicebear
dr-sarah-thomas-rio-rancho,"Dr. Sarah Thomas, MD","Rio Rancho Depression Treatment Center",NM,dicebear
dr-james-martinez-rio-rancho,"Dr. James Martinez, MD","Dr. Martinez Private Practice",NM,dicebear
dr-christopher-smith-rio-rancho,"Dr. Christopher Smith, MD","Dr. Martinez Private Practice",NM,dicebear
dr-sarah-anderson-rio-rancho,"Dr. Sarah Anderson, MD","Dr. Martinez Private Practice",NM,dicebear
dr-maria-moore-santa-fe,"Dr. Maria Moore, MD","Santa Fe TMS Center",NM,dicebear
dr-daniel-moore-santa-fe,"Dr. Daniel Moore, MD","Santa Fe TMS Center",NM,dicebear
dr-robert-wong-santa-fe,"Dr. Robert Wong, MD","Santa Fe TMS Center",NM,dicebear
dr-alan-wilson-santa-fe,"Dr. Alan Wilson, MD","Santa Fe Mental Health & TMS",NM,dicebear
dr-james-johnson-santa-fe,"Dr. James Johnson, MD","Santa Fe Mental Health & TMS",NM,dicebear
dr-james-johnson-santa-fe,"Dr. James Johnson, MD","Santa Fe Depression Treatment Center",NM,dicebear
dr-maria-lee-roswell,"Dr. Maria Lee, MD","Roswell TMS Center",NM,dicebear
dr-david-martinez-roswell,"Dr. David Martinez, MD","Roswell TMS Center",NM,dicebear
dr-jessica-wilson-roswell,"Dr. Jessica Wilson, MD","Roswell TMS Center",NM,dicebear
dr-sarah-brown-roswell,"Dr. Sarah Brown, MD","Roswell Mental Health & TMS",NM,dicebear
dr-christopher-lee-roswell,"Dr. Christopher Lee, MD","Roswell Depression Treatment Center",NM,dicebear
dr-emily-smith-new-york,"Dr. Emily Smith, MD","New York TMS Center",NY,dicebear
dr-michael-moore-new-york,"Dr. Michael Moore, MD","New York Mental Health & TMS",NY,dicebear
dr-jessica-wong-new-york,"Dr. Jessica Wong, MD","New York Mental Health & TMS",NY,dicebear
dr-robert-davis-new-york,"Dr. Robert Davis, MD","New York Mental Health & TMS",NY,dicebear
dr-alan-wong-new-york,"Dr. Alan Wong, MD","New York Depression Treatment Center",NY,dicebear
dr-christopher-lee-manhattan,"Dr. Christopher Lee, MD","Manhattan TMS Center",NY,dicebear
dr-emily-brown-manhattan,"Dr. Emily Brown, MD","Manhattan TMS Center",NY,dicebear
dr-william-jackson-manhattan,"Dr. William Jackson, MD","Manhattan Mental Health & TMS",NY,dicebear
dr-elizabeth-garcia-manhattan,"Dr. Elizabeth Garcia, MD","Manhattan Mental Health & TMS",NY,dicebear
dr-david-wong-manhattan,"Dr. David Wong, MD","Manhattan Depression Treatment Center",NY,dicebear
dr-robert-martinez-manhattan,"Dr. Robert Martinez, MD","Manhattan Depression Treatment Center",NY,dicebear
dr-emily-johnson-manhattan,"Dr. Emily Johnson, MD","Manhattan Depression Treatment Center",NY,dicebear
dr-elizabeth-garcia-manhattan,"Dr. Elizabeth Garcia, MD","Dr. Garcia Private Practice",NY,dicebear
dr-lisa-lee-manhattan,"Dr. Lisa Lee, MD","Dr. Garcia Private Practice",NY,dicebear
dr-emily-anderson-manhattan,"Dr. Emily Anderson, MD","Dr. Garcia Private Practice",NY,dicebear
dr-sarah-lee-brooklyn,"Dr. Sarah Lee, MD","Brooklyn TMS Center",NY,dicebear
dr-jennifer-thomas-brooklyn,"Dr. Jennifer Thomas, MD","Brooklyn TMS Center",NY,dicebear
dr-jennifer-davis-brooklyn,"Dr. Jennifer Davis, MD","Brooklyn TMS Center",NY,dicebear
dr-christopher-wong-brooklyn,"Dr. Christopher Wong, MD","Brooklyn Mental Health & TMS",NY,dicebear
dr-emily-davis-bronx,"Dr. Emily Davis, MD","Bronx TMS Center",NY,dicebear
dr-robert-kim-bronx,"Dr. Robert Kim, MD","Bronx TMS Center",NY,dicebear
dr-jennifer-taylor-bronx,"Dr. Jennifer Taylor, MD","Bronx TMS Center",NY,dicebear
dr-robert-patel-bronx,"Dr. Robert Patel, MD","Bronx Mental Health & TMS",NY,dicebear
dr-jennifer-lee-bronx,"Dr. Jennifer Lee, MD","Bronx Mental Health & TMS",NY,dicebear
dr-christopher-moore-bronx,"Dr. Christopher Moore, MD","Bronx Depression Treatment Center",NY,dicebear
dr-emily-thomas-bronx,"Dr. Emily Thomas, MD","Bronx Depression Treatment Center",NY,dicebear
dr-emily-wong-bronx,"Dr. Emily Wong, MD","Bronx Depression Treatment Center",NY,dicebear
dr-robert-lee-bronx,"Dr. Robert Lee, MD","Dr. Lee Private Practice",NY,dicebear
dr-william-wilson-bronx,"Dr. William Wilson, MD","Dr. Lee Private Practice",NY,dicebear
dr-william-wilson-bronx,"Dr. William Wilson, MD","Dr. Lee Private Practice",NY,dicebear
dr-elizabeth-jackson-staten-island,"Dr. Elizabeth Jackson, MD","Staten Island TMS Center",NY,dicebear
dr-elizabeth-wong-staten-island,"Dr. Elizabeth Wong, MD","Staten Island TMS Center",NY,dicebear
dr-ashley-lee-staten-island,"Dr. Ashley Lee, MD","Staten Island Mental Health & TMS",NY,dicebear
dr-daniel-smith-staten-island,"Dr. Daniel Smith, MD","Staten Island Depression Treatment Center",NY,dicebear
dr-emily-kim-staten-island,"Dr. Emily Kim, MD","Staten Island Depression Treatment Center",NY,dicebear
dr-ashley-thomas-staten-island,"Dr. Ashley Thomas, MD","Dr. Thomas Private Practice",NY,dicebear
dr-maria-thomas-staten-island,"Dr. Maria Thomas, MD","Dr. Thomas Private Practice",NY,dicebear
dr-robert-anderson-staten-island,"Dr. Robert Anderson, MD","Dr. Thomas Private Practice",NY,dicebear
dr-robert-brown-queens,"Dr. Robert Brown, MD","Queens TMS Center",NY,dicebear
dr-ashley-kim-queens,"Dr. Ashley Kim, MD","Queens TMS Center",NY,dicebear
dr-ashley-wong-queens,"Dr. Ashley Wong, MD","Queens Mental Health & TMS",NY,dicebear
dr-ashley-davis-queens,"Dr. Ashley Davis, MD","Queens Mental Health & TMS",NY,dicebear
dr-emily-wong-queens,"Dr. Emily Wong, MD","Queens Mental Health & TMS",NY,dicebear
dr-robert-lee-queens,"Dr. Robert Lee, MD","Queens Depression Treatment Center",NY,dicebear
dr-emily-johnson-buffalo,"Dr. Emily Johnson, MD","Buffalo TMS Center",NY,dicebear
dr-robert-brown-buffalo,"Dr. Robert Brown, MD","Buffalo TMS Center",NY,dicebear
dr-maria-wong-buffalo,"Dr. Maria Wong, MD","Buffalo TMS Center",NY,dicebear
dr-robert-kim-buffalo,"Dr. Robert Kim, MD","Buffalo Mental Health & TMS",NY,dicebear
dr-daniel-brown-buffalo,"Dr. Daniel Brown, MD","Buffalo Mental Health & TMS",NY,dicebear
dr-david-smith-buffalo,"Dr. David Smith, MD","Buffalo Mental Health & TMS",NY,dicebear
dr-emily-anderson-buffalo,"Dr. Emily Anderson, MD","Buffalo Depression Treatment Center",NY,dicebear
dr-william-kim-buffalo,"Dr. William Kim, MD","Buffalo Depression Treatment Center",NY,dicebear
dr-robert-brown-yonkers,"Dr. Robert Brown, MD","Yonkers TMS Center",NY,dicebear
dr-ashley-moore-yonkers,"Dr. Ashley Moore, MD","Yonkers Mental Health & TMS",NY,dicebear
dr-david-moore-yonkers,"Dr. David Moore, MD","Yonkers Mental Health & TMS",NY,dicebear
dr-jennifer-martinez-yonkers,"Dr. Jennifer Martinez, MD","Yonkers Mental Health & TMS",NY,dicebear
dr-lisa-brown-yonkers,"Dr. Lisa Brown, MD","Yonkers Depression Treatment Center",NY,dicebear
dr-ashley-lee-rochester,"Dr. Ashley Lee, MD","Rochester TMS Center",NY,dicebear
dr-ashley-thomas-rochester,"Dr. Ashley Thomas, MD","Rochester TMS Center",NY,dicebear
dr-alan-garcia-rochester,"Dr. Alan Garcia, MD","Rochester TMS Center",NY,dicebear
dr-ashley-jackson-rochester,"Dr. Ashley Jackson, MD","Rochester Mental Health & TMS",NY,dicebear
dr-robert-wong-syracuse,"Dr. Robert Wong, MD","Syracuse TMS Center",NY,dicebear
dr-david-thomas-syracuse,"Dr. David Thomas, MD","Syracuse TMS Center",NY,dicebear
dr-james-wong-syracuse,"Dr. James Wong, MD","Syracuse TMS Center",NY,dicebear
dr-david-lee-syracuse,"Dr. David Lee, MD","Syracuse Mental Health & TMS",NY,dicebear
dr-christopher-smith-charlotte,"Dr. Christopher Smith, MD","Charlotte TMS Center",NC,dicebear
dr-daniel-lee-charlotte,"Dr. Daniel Lee, MD","Charlotte Mental Health & TMS",NC,dicebear
dr-william-thomas-charlotte,"Dr. William Thomas, MD","Charlotte Mental Health & TMS",NC,dicebear
dr-william-patel-charlotte,"Dr. William Patel, MD","Charlotte Depression Treatment Center",NC,dicebear
dr-lisa-patel-charlotte,"Dr. Lisa Patel, MD","Charlotte Depression Treatment Center",NC,dicebear
dr-ashley-martinez-charlotte,"Dr. Ashley Martinez, MD","Charlotte Depression Treatment Center",NC,dicebear
dr-ashley-martinez-charlotte,"Dr. Ashley Martinez, MD","Dr. Martinez Private Practice",NC,dicebear
dr-william-wong-raleigh,"Dr. William Wong, MD","Raleigh TMS Center",NC,dicebear
dr-jessica-jackson-raleigh,"Dr. Jessica Jackson, MD","Raleigh TMS Center",NC,dicebear
dr-jennifer-moore-raleigh,"Dr. Jennifer Moore, MD","Raleigh TMS Center",NC,dicebear
dr-emily-smith-raleigh,"Dr. Emily Smith, MD","Raleigh Mental Health & TMS",NC,dicebear
dr-daniel-anderson-raleigh,"Dr. Daniel Anderson, MD","Raleigh Mental Health & TMS",NC,dicebear
dr-ashley-taylor-raleigh,"Dr. Ashley Taylor, MD","Raleigh Depression Treatment Center",NC,dicebear
dr-elizabeth-smith-durham,"Dr. Elizabeth Smith, MD","Durham TMS Center",NC,dicebear
dr-jessica-garcia-durham,"Dr. Jessica Garcia, MD","Durham Mental Health & TMS",NC,dicebear
dr-william-taylor-durham,"Dr. William Taylor, MD","Durham Depression Treatment Center",NC,dicebear
dr-daniel-davis-durham,"Dr. Daniel Davis, MD","Durham Depression Treatment Center",NC,dicebear
dr-sarah-lee-durham,"Dr. Sarah Lee, MD","Durham Depression Treatment Center",NC,dicebear
dr-robert-garcia-greensboro,"Dr. Robert Garcia, MD","Greensboro TMS Center",NC,dicebear
dr-alan-patel-greensboro,"Dr. Alan Patel, MD","Greensboro Mental Health & TMS",NC,dicebear
dr-christopher-taylor-greensboro,"Dr. Christopher Taylor, MD","Greensboro Mental Health & TMS",NC,dicebear
dr-christopher-patel-greensboro,"Dr. Christopher Patel, MD","Greensboro Depression Treatment Center",NC,dicebear
dr-james-jackson-winston-salem,"Dr. James Jackson, MD","Winston-Salem TMS Center",NC,dicebear
dr-david-thomas-winston-salem,"Dr. David Thomas, MD","Winston-Salem Mental Health & TMS",NC,dicebear
dr-jessica-kim-winston-salem,"Dr. Jessica Kim, MD","Winston-Salem Mental Health & TMS",NC,dicebear
dr-lisa-johnson-winston-salem,"Dr. Lisa Johnson, MD","Winston-Salem Mental Health & TMS",NC,dicebear
dr-jessica-taylor-fargo,"Dr. Jessica Taylor, MD","Fargo TMS Center",ND,dicebear
dr-sarah-davis-fargo,"Dr. Sarah Davis, MD","Fargo TMS Center",ND,dicebear
dr-maria-taylor-fargo,"Dr. Maria Taylor, MD","Fargo Mental Health & TMS",ND,dicebear
dr-sarah-brown-fargo,"Dr. Sarah Brown, MD","Fargo Mental Health & TMS",ND,dicebear
dr-lisa-patel-fargo,"Dr. Lisa Patel, MD","Fargo Depression Treatment Center",ND,dicebear
dr-daniel-kim-fargo,"Dr. Daniel Kim, MD","Dr. Kim Private Practice",ND,dicebear
dr-lisa-anderson-bismarck,"Dr. Lisa Anderson, MD","Bismarck TMS Center",ND,dicebear
dr-michael-davis-bismarck,"Dr. Michael Davis, MD","Bismarck TMS Center",ND,dicebear
dr-jennifer-lee-bismarck,"Dr. Jennifer Lee, MD","Bismarck TMS Center",ND,dicebear
dr-lisa-wilson-bismarck,"Dr. Lisa Wilson, MD","Bismarck Mental Health & TMS",ND,dicebear
dr-jessica-davis-bismarck,"Dr. Jessica Davis, MD","Bismarck Mental Health & TMS",ND,dicebear
dr-sarah-moore-bismarck,"Dr. Sarah Moore, MD","Bismarck Depression Treatment Center",ND,dicebear
dr-jessica-taylor-grand-forks,"Dr. Jessica Taylor, MD","Grand Forks TMS Center",ND,dicebear
dr-daniel-davis-grand-forks,"Dr. Daniel Davis, MD","Grand Forks Mental Health & TMS",ND,dicebear
dr-william-wilson-grand-forks,"Dr. William Wilson, MD","Grand Forks Mental Health & TMS",ND,dicebear
dr-maria-lee-grand-forks,"Dr. Maria Lee, MD","Grand Forks Depression Treatment Center",ND,dicebear
dr-alan-thomas-grand-forks,"Dr. Alan Thomas, MD","Grand Forks Depression Treatment Center",ND,dicebear
dr-maria-jackson-grand-forks,"Dr. Maria Jackson, MD","Grand Forks Depression Treatment Center",ND,dicebear
dr-david-wilson-minot,"Dr. David Wilson, MD","Minot TMS Center",ND,dicebear
dr-alan-jackson-minot,"Dr. Alan Jackson, MD","Minot TMS Center",ND,dicebear
dr-emily-brown-minot,"Dr. Emily Brown, MD","Minot TMS Center",ND,dicebear
dr-alan-johnson-minot,"Dr. Alan Johnson, MD","Minot Mental Health & TMS",ND,dicebear
dr-david-johnson-minot,"Dr. David Johnson, MD","Minot Mental Health & TMS",ND,dicebear
dr-sarah-wilson-minot,"Dr. Sarah Wilson, MD","Minot Mental Health & TMS",ND,dicebear
dr-alan-wilson-minot,"Dr. Alan Wilson, MD","Minot Depression Treatment Center",ND,dicebear
dr-emily-wilson-minot,"Dr. Emily Wilson, MD","Minot Depression Treatment Center",ND,dicebear
dr-lisa-kim-minot,"Dr. Lisa Kim, MD","Minot Depression Treatment Center",ND,dicebear
dr-elizabeth-taylor-minot,"Dr. Elizabeth Taylor, MD","Dr. Taylor Private Practice",ND,dicebear
dr-emily-thomas-minot,"Dr. Emily Thomas, MD","Dr. Taylor Private Practice",ND,dicebear
dr-daniel-davis-minot,"Dr. Daniel Davis, MD","Dr. Taylor Private Practice",ND,dicebear
dr-david-johnson-west-fargo,"Dr. David Johnson, MD","West Fargo TMS Center",ND,dicebear
dr-ashley-anderson-west-fargo,"Dr. Ashley Anderson, MD","West Fargo TMS Center",ND,dicebear
