slug,name,city,state,current_hero
center-of-revitalizing-psychiatry-sarasota,"Center of Revitalizing Psychiatry","Sarasota",FL,custom
wellstead-mental-health-sarasota-sarasota,"Wellstead Mental Health - Sarasota","Sarasota",FL,custom
advanced-tms-clinic-inc-oceanside,"Advanced TMS Clinic Inc","Oceanside",CA,custom
tms-provider-services-of-america-vero-beach,"TMS Provider Services of America","Vero Beach",FL,custom
brainwave-neuro-performance-center-mert-tms-therapy-tucson,"Brainwave Neuro Performance Center - MeRT TMS Therapy","Tucson",AZ,custom
neurohealth-tms-center-of-tucson-oro-valley,"NeuroHealth TMS Center of Tucson","Oro Valley",AZ,custom
my-tms-hollywood,"My TMS","Hollywood",FL,custom
refresh-tms-weston,"Refresh TMS","Weston",FL,custom
doctors-best-tms-psychiatry-weston,"Doctor's Best TMS & Psychiatry","Weston",FL,custom
my-tms-miami,"My TMS","Miami",FL,custom
my-tms-boca-raton,"My TMS","Boca Raton",FL,custom
neuro-wellness-tms-centers-of-america-coral-springs,"Neuro Wellness TMS Centers Of America","Coral Springs",FL,custom
tms-of-emerald-coast-fort-walton-beach,"TMS of Emerald Coast","Fort Walton Beach",FL,custom
synergy-tms-advanced-mental-health-aventura,"Synergy TMS – Advanced Mental Health","Aventura",FL,custom
fit-mind-therapeutics-advanced-behavioral-health-llc-jacksonville,"Fit Mind Therapeutics Advanced Behavioral Health LLC","Jacksonville",FL,custom
florida-center-for-tms-st-augustine,"Florida Center for TMS","St. Augustine",FL,custom
southern-california-tms-center-lake-forest,"Southern California TMS Center","Lake Forest",CA,custom
montgomery-mens-health-powered-by-menspro-montgomery,"Montgomery Men's Health, Powered by Menspro™","Montgomery",AL,custom
montgomery-area-psychiatric-services-montgomery,"Montgomery Area Psychiatric Services","Montgomery",AL,custom
hughston-clinic-montgomery-pavilion-montgomery,"Hughston Clinic Montgomery (Pavilion)","Montgomery",AL,custom
hughston-clinic-montgomery-montgomery,"Hughston Clinic Montgomery","Montgomery",AL,custom
southeast-mental-health-authority-norwich,"Southeast Mental Health Authority","Norwich",CT,custom
norwich-psychiatric-center-norwich,"Norwich Psychiatric Center","Norwich",CT,custom
tms-upper-east-side-new-york,"TMS Upper East Side","New York",NY,custom
tms-arkansas-little-rock-little-rock,"TMS Arkansas-Little Rock","Little Rock",AR,custom
a-better-way-psychiatry-tms-carlsbad,"A Better Way Psychiatry & TMS","Carlsbad",CA,custom
florida-tms-clinic-tampa-tms-therapy-center-tampa,"FLORIDA TMS CLINIC - Tampa TMS Therapy Center","Tampa",FL,custom
the-neuropsychiatry-tms-group-tampa,"The Neuropsychiatry & TMS Group","Tampa",FL,custom
south-coast-tms-and-ketamine-encinitas,"South Coast TMS and Ketamine","Encinitas",CA,custom
kind-tms-encinitas,"Kind TMS","Encinitas",CA,custom
accelerated-tms-encinitas,"Accelerated TMS","Encinitas",CA,custom
memorial-regional-health-craig-specialty-clinic-craig,"Memorial Regional Health Craig Specialty Clinic","Craig",CO,custom
shoreline-tms-guilford,"Shoreline TMS","Guilford",CT,custom
tms-long-island-corp-westbury,"TMS Long Island Corp.","Westbury",NY,custom
tms-center-at-southeastern-psychiatric-associates-randolph,"TMS Center at Southeastern Psychiatric Associates","Randolph",MA,custom
greenbrook-mental-wellness-centers-fairfield,"Greenbrook Mental Wellness Centers","Fairfield",CT,custom
greenbrook-mental-wellness-centers-west-hartford,"Greenbrook Mental Wellness Centers","West Hartford",CT,custom
long-island-tms-therapy-islandia,"Long Island TMS Therapy","Islandia",NY,custom
preferred-tms-white-plains,"Preferred TMS","White Plains",NY,custom
neurostar-tms-dothan-by-dbmc-dothan,"NeuroStar TMS Dothan by DBMC","Dothan",AL,custom
tms-center-of-colorado-denver,"TMS Center of Colorado","Denver",CO,custom
newtown-tms-newtown,"Newtown TMS","Newtown",CT,custom
totally-psyched-mental-health-clinic-winter-garden,"Totally Psyched! Mental Health Clinic","Winter Garden",FL,custom
serenity-health-center-clermont,"Serenity Health Center","Clermont",FL,custom
tms-arkansas-russellville-russellville,"TMS Arkansas- Russellville","Russellville",AR,custom
advance-tms-of-stamfordchanging-minds-stamford,"Advance TMS Of Stamford(Changing Minds)","Stamford",CT,custom
advantage-tms-clearwater,"Advantage TMS","Clearwater",FL,custom
redemption-psychiatry-tms-phoenix,"Redemption Psychiatry TMS","Phoenix",AZ,custom
fermata-brooklyn,"Fermata","Brooklyn",NY,custom
mindful-health-solutions-tms-spravato-treatment-fairfield-fairfield,"Mindful Health Solutions - TMS - Spravato Treatment - Fairfield","Fairfield",CA,custom
tms-center-of-wilton-wilton,"TMS Center of Wilton","Wilton",CT,custom
lenox-hill-mind-care-tms-therapy-ketamine-treatment-scarsdale,"Lenox Hill Mind Care | TMS Therapy & Ketamine Treatment","Scarsdale",NY,custom
tms-center-centennial-centennial,"TMS Center Centennial","Centennial",CO,custom
colorado-tms-services-centennial,"Colorado TMS Services","Centennial",CO,custom
southern-colorado-tms-center-of-colorado-springs-colorado-springs,"Southern Colorado TMS Center of Colorado Springs","Colorado Springs",CO,custom
tms-institute-of-colorado-springs-colorado-springs,"TMS Institute of Colorado Springs","Colorado Springs",CO,custom
colorado-psychiatry-solutions-colorado-springs,"Colorado Psychiatry Solutions","Colorado Springs",CO,custom
colorado-psychiatry-solutions-colorado-springs-1,"Colorado Psychiatry Solutions","Colorado Springs",CO,custom
tms-of-bergen-county-ridgewood,"TMS of Bergen County","Ridgewood",NJ,custom
montclair-tms-montclair,"MONTCLAIR TMS","Montclair",NJ,custom
a-better-way-psychiatry-tms-riverside,"A Better Way Psychiatry & TMS","Riverside",CA,custom
southern-california-tms-center-encino,"Southern California TMS Center","Encino",CA,custom
tms-arkansas-jonesboro-jonesboro,"TMS Arkansas-Jonesboro","Jonesboro",AR,custom
dauntless-transcranial-magnetic-stimulation-tms-fayetteville,"Dauntless Transcranial Magnetic Stimulation (TMS)","Fayetteville",AR,custom
neurospa-mental-health-wellness-st-petersburg-pinellas-park,"NeuroSpa Mental Health & Wellness - St. Petersburg","Pinellas Park",FL,custom
the-neuropsychiatry-tms-group-stpetersburg-st-petersburg,"The Neuropsychiatry & TMS Group - St.Petersburg","St. Petersburg",FL,custom
mindful-health-solutions-tms-spravato-treatment-mission-viejo-mission-viejo,"Mindful Health Solutions - TMS - Spravato Treatment - Mission Viejo","Mission Viejo",CA,custom
a-better-way-psychiatry-tms-laguna-hills,"A Better Way Psychiatry & TMS","Laguna Hills",CA,custom
a-better-way-psychiatry-tms-ladera-ranch,"A Better Way Psychiatry & TMS","Ladera Ranch",CA,custom
americas-tms-center-irvine,"Americas TMS Center","Irvine",CA,custom
pacific-mind-health-tms-spravato-psychiatry-orange-county-irvine,"Pacific Mind Health - TMS, Spravato & Psychiatry, Orange County","Irvine",CA,placeholder
integrative-psychiatry-and-tms-laguna-niguel,"Integrative Psychiatry and TMS","Laguna Niguel",CA,custom
kings-tms-therapy-clinic-los-angeles,"Kings TMS Therapy Clinic","Los Angeles",CA,custom
greenbrook-mental-wellness-centers-boynton-beach,"Greenbrook Mental Wellness Centers","Boynton Beach",FL,custom
a-better-way-psychiatry-tms-newark,"A Better Way Psychiatry & TMS","Newark",CA,custom
southern-california-tms-center-west-los-angeles,"Southern California TMS Center","West Los Angeles",CA,custom
ucla-health-westwood-tms-clinic-los-angeles,"UCLA Health Westwood TMS Clinic","Los Angeles",CA,placeholder
los-angeles-tms-institute-los-angeles,"Los Angeles TMS Institute","Los Angeles",CA,custom
pulse-tms-los-angeles,"Pulse TMS","Los Angeles",CA,custom
westwood-minds-psychiatry-tms-los-angeles,"Westwood Minds Psychiatry & TMS","Los Angeles",CA,custom
mindful-health-solutions-tms-spravato-treatment-santa-monica-los-angeles,"Mindful Health Solutions - TMS - Spravato Treatment - Santa Monica","Los Angeles",CA,custom
pacific-mind-health-tms-spravato-psychiatry-los-angeles-los-angeles,"Pacific Mind Health - TMS, Spravato & Psychiatry, Los Angeles","Los Angeles",CA,custom
tms-wellness-amherst-east-amherst,"TMS WELLNESS AMHERST","East Amherst",NY,custom
southern-california-tms-center-long-beach-long-beach,"Southern California TMS Center | Long Beach","Long Beach",CA,custom
roots-mental-health-treatment-center-of-long-beach-psychiatry-tms-ketamine-therapy-long-beach,"Roots Mental Health Treatment Center of Long Beach | Psychiatry, TMS, & Ketamine Therapy","Long Beach",CA,custom
wellness-tms-long-beach,"Wellness TMS","Long Beach",CA,custom
pacific-mind-health-tms-spravato-psychiatry-long-beach-long-beach,"Pacific Mind Health - TMS, Spravato & Psychiatry, Long Beach","Long Beach",CA,custom
healing-tms-clinic-anaheim,"Healing TMS Clinic","Anaheim",CA,custom
revv-functional-psychiatry-tms-wellness-center-fullerton,"Revîv Functional Psychiatry & TMS Wellness Center","Fullerton",CA,custom
southern-california-tms-center-placentia,"Southern California TMS Center","Placentia",CA,custom
tms-health-and-wellness-costa-mesa,"TMS Health and Wellness","Costa Mesa",CA,custom
learning-to-achieve-wellness-tms-therapy-spravato-ocala,"Learning to Achieve Wellness - TMS Therapy & Spravato","Ocala",FL,custom
tms-medical-inc,"TMS MEDICAL INC","",,custom
activate-tms-westlake-village-westlake-village,"Activate TMS (Westlake Village)","Westlake Village",CA,custom
tms-and-neurofeedback-of-reno-tahoe-reno,"TMS and Neurofeedback of Reno-Tahoe","Reno",NV,custom
el-dorado-county-mental-health-south-lake-tahoe,"El Dorado County Mental Health","South Lake Tahoe",CA,custom
lake-worth-psychiatry-greenacres,"Lake Worth Psychiatry","Greenacres",FL,custom
greenbrook-mental-wellness-centers-palm-beach-gardens,"Greenbrook Mental Wellness Centers","Palm Beach Gardens",FL,custom
fort-worth-tms-center-fort-worth-1,"Fort Worth TMS Center","Fort Worth",TX,custom
psychiatric-specialty-center-llc-wellington,"Psychiatric Specialty Center, LLC","Wellington",FL,custom
brainstim-health-tms-center-jupiter,"BrainStim Health & TMS Center","Jupiter",FL,custom
sal-psychiatry-services-norwalk,"Sal Psychiatry Services","Norwalk",CA,custom
sal-psychiatry-service-norwalk,"Sal Psychiatry service","Norwalk",CA,custom
trucare-tms-lakewood,"TruCare TMS","Lakewood",CA,custom
tms-birmingham-birmingham,"TMS Birmingham","Birmingham",AL,custom
magnetic-hope-llc-vestavia-hills,"Magnetic Hope, LLC","Vestavia Hills",AL,custom
caltms-santee,"CalTMS","Santee",CA,custom
advanced-tms-clinic-inc-santee,"Advanced TMS Clinic Inc","Santee",CA,custom
contemporary-care-centers-tms-therapy-greenwich,"Contemporary Care Centers | TMS Therapy","Greenwich",CT,custom
telapsychiatry-pompano-beach,"Telapsychiatry","Pompano Beach",FL,custom
ketamine-wellness-clinic-of-south-florida-pompano-beach,"Ketamine & Wellness Clinic of South Florida","Pompano Beach",FL,custom
brainstorm-florida-delray-beach,"Brainstorm Florida","Delray Beach",FL,custom
minds-over-matter-pompano-beach,"Minds Over Matter","Pompano Beach",FL,custom
lighthouse-medical-center-pompano-beach,"Lighthouse Medical Center","Pompano Beach",FL,custom
banyan-health-pompano-beach,"Banyan Health","Pompano Beach",FL,custom
delray-center-for-brain-science-tms-therapy-delray-beach,"Delray Center for Brain Science & TMS Therapy","Delray Beach",FL,custom
greenbrook-mental-wellness-centers-boca-raton,"Greenbrook Mental Wellness Centers","Boca Raton",FL,custom
chrysalis-tms-institute-boca-raton,"Chrysalis TMS Institute","Boca Raton",FL,custom
refreshmybrain-north-bergen,"RefreshMyBrain","North Bergen",NJ,custom
bridgeport-community-health-center-bridgeport,"Bridgeport Community Health Center","Bridgeport",CT,custom
optimus-health-care-bridgeport,"OPTIMUS Health Care","Bridgeport",CT,custom
optimus-health-care-bridgeport-1,"OPTIMUS Health Care","Bridgeport",CT,custom
waynik-group-fairfield,"Waynik Group","Fairfield",CT,custom
optimus-health-care-bridgeport-2,"OPTIMUS Health Care","Bridgeport",CT,custom
golden-state-tms-san-rafael,"Golden State TMS","San Rafael",CA,custom
san-jose-integrative-wellness-center-tms-psychiatry-los-gatos,"San Jose Integrative Wellness Center | TMS & Psychiatry","Los Gatos",CA,custom
southern-california-tms-center-in-pasadena-pasadena,"Southern California TMS Center in Pasadena","Pasadena",CA,custom
advanced-tms-clinic-inc-national-city,"Advanced TMS Clinic Inc","National City",CA,custom
tms-therapy-near-me,"TMS Therapy Near Me","",,custom
a-better-way-psychiatry-tms-pasadena,"A Better Way Psychiatry & TMS","Pasadena",CA,custom
mindful-health-solutions-tms-spravato-treatment-burlingame-burlingame,"Mindful Health Solutions - TMS - Spravato Treatment - Burlingame","Burlingame",CA,custom
a-better-way-psychiatry-tms-brea,"A Better Way Psychiatry & TMS","Brea",CA,custom
resiliency-mindbody-medicine-tms-therapy-san-juan-capistrano,"Resiliency Mind+Body Medicine & TMS Therapy","San Juan Capistrano",CA,custom
a-better-way-psychiatry-tms-concord,"A Better Way Psychiatry & TMS","Concord",CA,custom
a-better-way-psychiatry-tms-tustin,"A Better Way Psychiatry & TMS","Tustin",CA,custom
a-better-way-psychiatry-tms-west-covina,"A Better Way Psychiatry & TMS","West Covina",CA,custom
southern-california-tms-center-costa-mesa,"Southern California TMS Center","Costa Mesa",CA,custom
california-neuromodulation-brain-health-tms-general-neurology-agoura-hills,"California Neuromodulation & Brain Health: TMS , General Neurology","Agoura Hills",CA,custom
a-better-way-psychiatry-tms-long-beach,"A Better Way Psychiatry & TMS","Long Beach",CA,custom
premier-tms-centers-of-los-angeles-long-beach,"Premier TMS Centers of Los Angeles","Long Beach",CA,custom
anew-era-tms-psychiatry-long-beach-long-beach,"Anew Era TMS & Psychiatry - Long Beach","Long Beach",CA,custom
neuro-wellness-spa-psychiatry-tms-dr-simon-faynboym-md-long-beach,"Neuro Wellness Spa Psychiatry & TMS - Dr. Simon Faynboym, M.D.","Long Beach",CA,custom
tms-health-and-wellness-long-beach,"TMS Health and Wellness","Long Beach",CA,custom
colorado-psychiatry-solutions-colorado-springs-2,"Colorado Psychiatry Solutions","Colorado Springs",CO,custom
tms-of-cherry-creek-denver,"TMS Of Cherry Creek","Denver",CO,custom
lifespan-behavioral-health-plantsville,"Lifespan Behavioral Health","Plantsville",CT,custom
connecticut-behavioral-health-associates-pc-southington,"Connecticut Behavioral Health Associates, P.C.","Southington",CT,custom
mindful-health-solutions-tms-spravato-treatment-sacramento-sacramento,"Mindful Health Solutions - TMS - Spravato Treatment - Sacramento","Sacramento",CA,custom
a-better-way-psychiatry-tms-sacramento,"A Better Way Psychiatry & TMS","Sacramento",CA,custom
empathy-mind-care-accelerated-tms-clinic-in-lake-tahoe-nevada-zephyr-cove,"Empathy Mind Care | Accelerated TMS Clinic in Lake Tahoe Nevada","Zephyr Cove",NV,custom
michigan-advanced-psychiatry-lansing,"Michigan Advanced Psychiatry","Lansing",MI,custom
southern-california-tms-center-torrance-torrance,"Southern California TMS Center | Torrance","Torrance",CA,custom
tahoe-ketamine-wellness-infusion-center-south-lake-tahoe,"Tahoe Ketamine - Wellness & Infusion Center","South Lake Tahoe",CA,custom
inland-empire-tms-murrieta,"Inland Empire TMS","Murrieta",CA,custom
mindful-health-solutions-tms-spravato-treatment-el-dorado-hills-el-dorado-hills,"Mindful Health Solutions - TMS - Spravato Treatment - El Dorado Hills","El Dorado Hills",CA,custom
beverly-hills-tms-beverly-hills,"Beverly Hills TMS","Beverly Hills",CA,custom
mindful-health-solutions-el-dorado-hills,"Mindful Health Solutions","El Dorado Hills",CA,placeholder
pt-revolution-south-lake-tahoe,"PT Revolution","South Lake Tahoe",CA,custom
tillman-middle-school-phoenix,"Tillman Middle School","Phoenix",AZ,custom
clinic-phoenix,"Clinic","Phoenix",AZ,custom
florida-center-for-tms-ormond-beach,"Florida Center for TMS","Ormond Beach",FL,custom
psychiatric-services-of-daytona-daytona-beach,"Psychiatric Services of Daytona","Daytona Beach",FL,custom
coastal-mental-health-center-daytona-beach,"Coastal Mental Health Center","Daytona Beach",FL,unsplash
evencare-psychiatry-wellness-daytona-beach,"Evencare Psychiatry & Wellness","Daytona Beach",FL,custom
sma-outpatient-daytona-daytona-beach,"SMA Outpatient - Daytona","Daytona Beach",FL,custom
level-up-psychiatry-daytona-beach,"Level Up Psychiatry","Daytona Beach",FL,custom
peaceful-healing-solutions-llc-daytona-beach,"Peaceful Healing Solutions, LLC","Daytona Beach",FL,custom
medical-psychiatric-institute-of-florida-south-daytona,"Medical & Psychiatric Institute of Florida","South Daytona",FL,custom
sma-florida-assertive-community-treatment-fact-daytona-daytona-beach,"SMA Florida Assertive Community Treatment (FACT) - Daytona","Daytona Beach",FL,custom
primary-care-facility-daytona-daytona-beach,"Primary Care Facility - Daytona","Daytona Beach",FL,custom
stewart-marchman-act-behavioral-healthcare-daytona-beach,"Stewart-Marchman-Act Behavioral Healthcare","Daytona Beach",FL,custom
riaz-rahman-daytona-beach,"Riaz Rahman","Daytona Beach",FL,custom
mosaic-psychiatry-daytona-beach,"Mosaic Psychiatry","Daytona Beach",FL,custom
chrysalis-health-daytona-beach,"Chrysalis Health","Daytona Beach",FL,custom
thomas-center-for-physical-therapy-daytona-beach,"Thomas Center for Physical Therapy","Daytona Beach",FL,custom
nefesh-psychiatry-llc-daytona-beach,"Nefesh Psychiatry LLC","Daytona Beach",FL,custom
ivx-health-infusion-center-daytona-beach,"IVX Health Infusion Center","Daytona Beach",FL,custom
gemini-tms-mt-airy,"Gemini TMS","Mt Airy",MD,custom
atlas-tms-llc-vero-beach-florida-vero-beach,"Atlas TMS LLC Vero Beach Florida","Vero Beach",FL,custom
brooklyn-psychiatry-tms-brooklyn,"Brooklyn Psychiatry & TMS","Brooklyn",NY,custom
good-health-psychiatric-services-brooklyn,"Good Health Psychiatric Services","Brooklyn",NY,custom
tms-of-new-tampa-tampa,"TMS of New Tampa","Tampa",FL,custom
a-better-way-psychiatry-tms-torrance,"A Better Way Psychiatry & TMS","Torrance",CA,custom
manuel-astruc-md-associates-saratoga-springs,"Manuel Astruc, M.D. & Associates","Saratoga Springs",NY,custom
believe-and-trust-tcm-llc-miami,"BELIEVE AND TRUST TCM, LLC","Miami",FL,custom
hidalgo-tms-psychiatric-services-miami,"Hidalgo TMS Psychiatric Services","Miami",FL,custom
silicon-valley-tms-pc-san-jose,"Silicon Valley TMS, PC","San Jose",CA,custom
brainpower-wellness-institute-tms-spravato-clinic-anaheim-hills-anaheim,"Brainpower Wellness Institute/ TMS & Spravato Clinic - Anaheim Hills","Anaheim",CA,custom
greenbrook-mental-wellness-centers-chula-vista,"Greenbrook Mental Wellness Centers","Chula Vista",CA,custom
gulf-coast-tms-port-charlotte,"Gulf Coast TMS","Port Charlotte",FL,custom
a-better-way-psychiatry-tms-huntington-beach,"A Better Way Psychiatry & TMS","Huntington Beach",CA,custom
connecticut-psychiatric-and-wellness-center-hamden,"Connecticut Psychiatric and Wellness Center","Hamden",CT,custom
pool-of-bethesda-medication-management-surprise-arizona-surprise,"Pool of Bethesda Medication Management Surprise Arizona","Surprise",AZ,custom
physical-and-mental-healthcare-clinic-surprise,"Physical and Mental Healthcare Clinic","Surprise",AZ,custom
empathy-mindcare-accelerated-tms-clinic-in-walnut-creek-ca-walnut-creek,"Empathy MindCare | Accelerated TMS Clinic in Walnut Creek Ca","Walnut Creek",CA,custom
